company_name,job_position,employment_type,working_location_type,working_location,min_experience,salary,company_industry,company_location,company_employess_count,jobs_id,kategori
Elitery,Senior Sales - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Information Security,Jakarta,>100,2700,"['Sales', 'Management & Leadership']"
Infinid Indonesia,Funding Manager Surabaya,Penuh waktu,On-site,Surabaya,Min. 4 years of experience,Negotiable,Financial Services,Jakarta Selatan,50–100,2701,"['Sales', 'Finance', 'Management & Leadership']"
Akulaku Indonesia,Area Sales Lead (Pontianak),Penuh waktu,On-site,Pontianak,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,2703,"['Sales', 'Management & Leadership']"
PT Gree Electric Appliances Indonesia,Promotor (SPB/SPM) - Palembang,Penuh waktu,On-site,Palembang,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2704,"['Sales', 'Retail']"
BINUS Group,IT Administrator Senior Officer - Apple Dev. Academy @BINUS-BSD,Penuh waktu,On-site,Tangerang Selatan,Min. 4 years of experience,Negotiable,Education Administration Programs,Jakarta Barat,-,2707,"['IT Operations & Support', 'Education & Training']"
Wings Group Indonesia (Sayap Mas Utama),Mechanical Drafter,Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,2708,"['Engineering (non-software)', 'Creative & Design']"
Dexa Group,Key Account Associate Manager,Penuh waktu,On-site,Tangerang Selatan,Min. 4 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2709,"['Account Management', 'Sales', 'Management & Leadership']"
Akulaku Indonesia,Area Sales Lead (Nusa Tenggara Barat),Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,2710,"['Sales', 'Management & Leadership']"
Akulaku Indonesia,Area Sales Lead (Bali),Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,2711,"['Sales', 'Management & Leadership']"
Akulaku Indonesia,Area Sales Lead (Ambon),Penuh waktu,On-site,Ambon,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,2712,"['Sales', 'Management & Leadership']"
PT Gree Electric Appliances Indonesia,Sales Project Home Commercial / Tangerang,Penuh waktu,On-site,Tangerang,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2713,"['Sales', 'Project Management']"
PT Gree Electric Appliances Indonesia,Drafter HVAC (Technical Support) - Lampung,Penuh waktu,On-site,Bandar Lampung,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2714,"['Engineering (non-software)', 'Creative & Design', 'IT Operations & Support']"
FIT HUB,GX Leader (Strength or Body & Mind),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Gym,Jakarta Selatan,>100,2715,"['Healthcare & Medical', 'Education & Training', 'Management & Leadership']"
MR. DIY Indonesia,Retail Supervisor Area Papua (Merauke),Penuh waktu,On-site,Manokwari Selatan Regency,Min. 4 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,2716,"['Retail', 'Sales', 'Management & Leadership']"
PT Gree Electric Appliances Indonesia,Promotor/SPG/SPM - Surabaya,Penuh waktu,On-site,Madiun,Min. Freshgrad,Negotiable,Electronics,Jakarta Utara,>100,2717,"['Sales', 'Retail']"
PT.Enseval Putera Megatrading Tbk,Salesman (Manado),Penuh waktu,On-site,Manado,Min. Freshgrad,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,2719,['Sales']
Ruangguru,Sales Trainee Academy - Semarang (Karangayu),Magang,On-site,Semarang,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2720,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy - Semarang (Karangayu),Magang,On-site,Semarang,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2720,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Pengajar Sekolah Kedinasan - Kota/Kabupaten Madiun,Penuh waktu,On-site,Madiun Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2721,['Education & Training']
Ruangguru,Branch Manager English Academy - Sleman - Medari,Penuh waktu,On-site,Sleman Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2722,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Pasifik Satelit Nusantara,Apps Development Operation,Penuh waktu,On-site,Cikarang,Min. 1 years of experience,Negotiable,Telecomunication,Jakarta Selatan,-,2723,"['Software Engineering', 'DevOps', 'Operations Management']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Pariaman,Magang,On-site,Pariaman,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2724,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Deputy Regional Manager - Sulawesi Utara,Kontrak,On-site,Manado,Min. 1 years of experience,Rp7.000.000 – 10.000.000,Technology Education,Jakarta Selatan,50–100,2725,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Rokan Hilir,Magang,On-site,Rokan Hilir Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2726,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Rokan Hilir,Magang,On-site,Rokan Hilir Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2726,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Rokan Hulu,Magang,On-site,Rokan Hulu Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2727,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Branch Manager - Belitung (Bangka Belitung),Penuh waktu,On-site,Belitung Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2728,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Branch Manager - Maros (Sulawesi Selatan),Penuh waktu,On-site,Maros Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2729,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Sales Trainee Academy - Pringsewu (Ahmad Yani),Magang,Hybrid,Pringsewu Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2730,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Branch Manager English Academy - Semarang - Majapahit,Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2731,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager English Academy - Depok - Siliwangi,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2732,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager English Academy - Semarang - Ungaran,Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2733,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager - Trenggalek (Jawa Timur),Penuh waktu,On-site,Trenggalek Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2735,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Perawang KM5,Magang,On-site,Siak Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2736,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Guru SMA & UTBK - Duri (Hangtuah),Penuh waktu,On-site,Bengkalis Regency,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2737,['Education & Training']
Ruangguru,Sales Trainee Academy by Ruangguru - Kediri (Hasanudin),Freelance,On-site,Kediri,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2738,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy Malang - Lawang,Magang,On-site,Malang Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2740,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Tanjung Pinang (Pamedan),Magang,On-site,Tanjung Pinang,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2741,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Guru SMA & UTBK Kabupaten Dairi,Freelance,On-site,Dairi Regency,Min. 1st Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2742,['Education & Training']
Ruangguru,Sales Trainee Academy by Ruangguru - Bondowoso (Diponegoro),Freelance,On-site,Bondowoso Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2743,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager - Pamekasan (Jawa Timur),Penuh waktu,On-site,Pamekasan Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2744,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Banjarbaru,Magang,On-site,Banjarbaru,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2745,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy by Ruangguru - Madiun (Sutomo),Freelance,On-site,Madiun,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2746,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy Sidoarjo - Trunojoyo,Magang,On-site,Sidoarjo Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2747,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy Denpasar - Jimbaran,Magang,On-site,Denpasar,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2748,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy - Depok (Cinere),Magang,Hybrid,Depok,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2749,"['Internship & Trainee Programs', 'Sales']"
Anteraja,DISPATCHER ASSA - RANTAU PRAPAT,Kontrak,On-site,Labuhanbatu Regency,Min. 1 years of experience,Negotiable,Freight And Package Transportation,Jakarta Selatan,>100,2759,"['Supply Chain & Logistics', 'Operations Management']"
Dexa Group,Medical Representative - Palopo,Penuh waktu,On-site,Palopo,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2783,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative - Palopo,Penuh waktu,On-site,Palopo,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2783,"['Sales', 'Healthcare & Medical']"
Pou Chen Group Indonesia,Footwear Developer (Japanese Speaker),Penuh waktu,On-site,Serang Regency,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,2787,"['Product Management', 'Research & Development', 'Production & Manufacturing']"
Pou Chen Group Indonesia,Footwear Developer (Japanese Speaker),Penuh waktu,On-site,Serang Regency,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,2787,"['Product Management', 'Research & Development', 'Production & Manufacturing']"
Dexa Group,Medical Representative - Sorong,Penuh waktu,On-site,Sorong,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2788,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative - Palopo,Penuh waktu,On-site,Palopo,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2789,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative - Palopo,Penuh waktu,On-site,Palopo,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2789,"['Sales', 'Healthcare & Medical']"
ENNOVI,Engineer - Assistant,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Electric Motors And Gears Distributor,Jakarta,>100,2790,"['Engineering (non-software)', 'Administrative & Secretarial']"
PT Pratama Abadi Industri,Chemical Engineering Assistant Manager,Penuh waktu,On-site,Tangerang Selatan,Min. 5+ years of experience,Negotiable,Sporting Goods Manufacturing,Tangerang,>100,2791,"['Engineering (non-software)', 'Management & Leadership']"
Mandarin Oriental,Outlet - Manager French Brasserie Lyon,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Hotel/Tourism,Jakarta,>100,2792,"['Retail', 'Hospitality & F&B', 'Management & Leadership']"
Mandarin Oriental,Concierge - Manager,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Hotel/Tourism,Jakarta,>100,2793,"['Customer Service & Support', 'Hospitality & F&B', 'Management & Leadership']"
PT. Suryaraya Rubberindo Industries,Account Controller 2 - General Accounting,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Otomotive,Jakarta,>100,2794,"['Accounting', 'Finance']"
Mandarin Oriental,Guest Service - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Hotel/Tourism,Jakarta,>100,2795,"['Customer Service & Support', 'Hospitality & F&B', 'Management & Leadership']"
GF Culinary,Store - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Restaurants,Jakarta Utara,-,2796,"['Retail', 'Management & Leadership', 'Sales']"
ENNOVI,Tool - Designer,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Electric Motors And Gears Distributor,Jakarta,>100,2797,"['Creative & Design', 'Engineering (non-software)']"
PT Surya Semesta Internusa TBK,Corporate Planning Strategic Management - Analyst,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Investment Management,Jakarta,>100,2798,"['Business Analysis', 'Finance', 'Management & Leadership']"
GF Culinary,Operational Brand - Manager,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Restaurants,Jakarta Utara,-,2799,"['Marketing', 'Operations Management', 'Management & Leadership']"
PT Surya Semesta Internusa TBK,Quantity Surveyor - Project,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Investment Management,Jakarta,>100,2800,"['Engineering (non-software)', 'Finance', 'Project Management']"
PT Surya Semesta Internusa TBK,IT - Business Analyst,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Investment Management,Jakarta,>100,2801,"['Business Analysis', 'IT Operations & Support']"
Flora Food Group,Executive Secretary to the Country GM cum Office - Manager,Penuh waktu,On-site,Tangerang,Min. 4 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2802,"['Administrative & Secretarial', 'Management & Leadership']"
Hilton,Purchasing - Officer,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Hotel/Tourism,Jakarta,-,2803,['Supply Chain & Logistics']
PT Daikin Applied Solutions Indonesia,Event Specialist - Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Home Appliences,Jakarta,>100,2804,['Marketing']
Transmedic Group,Assistant HR & GA - Manager,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Medical Services,Jakarta,>100,2805,"['Human Resources', 'Administrative & Secretarial', 'Management & Leadership']"
MODENA,Customer Loyalty Experience Officer,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,"Appliances, Electrical, And Electronics Manufacturing",Jakarta,-,2806,"['Customer Service & Support', 'Marketing']"
Treesure Media,Host Live Streaming,Penuh waktu,On-site,Jakarta Utara,Min. 1 years of experience,Rp4.000.000 – 6.000.000,Commerce,Jakarta Utara,50–100,2807,"['Marketing', 'Creative & Design']"
Ruangguru,Sales Trainee Academy - Depok (Kelapa Dua),Magang,On-site,Depok,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2808,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru - Depok Siliwangi,Paruh waktu,On-site,Depok,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2809,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
United Creative,Creative Lead,Kontrak,On-site,Jakarta Barat,Min. 4 years of experience,Negotiable,Media Production,Jakarta,>100,2810,"['Creative & Design', 'Management & Leadership']"
HIGO,Quality Assurance Engineer,Penuh waktu,On-site,Jakarta Barat,Min. Freshgrad,Rp6.500.000 – 7.500.000,Wifi Platform & Integrated Digital Agency,Jakarta Barat,50–100,2811,"['Quality Assurance (Software)', 'Quality Assurance (Non-Software)']"
