jobs_id,job_position,kategori
2755,Warehouse - Supervisor Area Distribution (SAD) - Palopo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2756,Warehouse - Quality Assurance (QA) - Barabai,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2757,Dispatcher - ASSA Pringsewu,"['Supply Chain & Logistics', 'Operations Management']"
2758,Warehouse - Supervisor Area Distribution (SAD) - Ruteng,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2759,DISPATCHER ASSA - RANTAU PRAPAT,"['Supply Chain & Logistics', 'Operations Management']"
2760,Warehouse - Quality Assurance (QA) - Palopo,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2761,Warehouse - Quality Assurance (QA) - Meulaboh,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2762,Warehouse - Distribution Assistant (DA) - Palopo,"['Warehouse Management', 'Supply Chain & Logistics']"
2763,Warehouse - Supervisor Area Distribution (SAD) - Duri,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2764,Warehouse - Distribution Coordiantor (DC) - Air Molek,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2765,Warehouse - Distribution Coordinator (DC) - Singaraja,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2766,Dispatcher ASSA - Langkat,"['Supply Chain & Logistics', 'Operations Management']"
2767,Warehouse - Supervisor Area Distribution (SAD) - Ende,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2768,Warehouse - Distribution Assistant (DA) - Barabai,"['Warehouse Management', 'Supply Chain & Logistics']"
2769,Dispatcher (AMBON),"['Supply Chain & Logistics', 'Operations Management']"
2770,Wharehouse - Quality Assurance (QA) - Lubuklinggau,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2771,Warehouse - Supervisor Area Distribution (SAD) - Singaraja,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2772,Warehouse - Supervisor Area Distribution (SAD) - Baturaja,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2773,Warehouse - Distribution Assistant (DA) - Kisaran,"['Warehouse Management', 'Supply Chain & Logistics']"
2774,Warehouse - Distribution Coordiantor (DC) - Ternate,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2775,Warehouse - Supervisor Area Distribution (SAD) - Tuba,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2776,Distribution Assistant (DA) ASSA -  Pare Pare,"['Warehouse Management', 'Supply Chain & Logistics']"
2777,Warehouse - Quality Assurance (QA) - Baturaja,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2778,Warehouse - Distribution Coordiantor (DC) - Kisaran,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2779,Warehouse - Distribution Assistant (DA) - Sangatta,"['Warehouse Management', 'Supply Chain & Logistics']"
2780,Warehouse - Quality Assurance (QA) - Rantau Prapat,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2781,Warehouse - Supervisor Area Distribution (SAD) - Air Molek,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2782,Warehouse - Quality Assurance (QA) - Ternate,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2783,Medical Representative - Palopo,"['Sales', 'Healthcare & Medical']"
2784,Warehouse - Distribution Coordiantor (DC) - Gorontalo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2785,Quality Assurance (QA) ASSA -  Pare Pare,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
2786,Warehouse - Distribution Coordinator (DC) - Sukorejo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2787,Footwear Developer (Japanese Speaker),"['Product Management', 'Research & Development', 'Production & Manufacturing']"
2788,Medical Representative - Sorong,"['Sales', 'Healthcare & Medical']"
2789,Medical Representative - Palopo,"['Sales', 'Healthcare & Medical']"
2790,Engineer - Assistant,"['Engineering (non-software)', 'Administrative & Secretarial']"
2791,Chemical Engineering Assistant Manager,"['Engineering (non-software)', 'Management & Leadership']"
2792,Outlet - Manager French Brasserie Lyon,"['Retail', 'Hospitality & F&B', 'Management & Leadership']"
2793,Concierge - Manager,"['Customer Service & Support', 'Hospitality & F&B', 'Management & Leadership']"
2794,Account Controller 2 - General Accounting,"['Accounting', 'Finance']"
2795,Guest Service - Manager,"['Customer Service & Support', 'Hospitality & F&B', 'Management & Leadership']"
2796,Store - Manager,"['Retail', 'Management & Leadership', 'Sales']"
2797,Tool - Designer,"['Creative & Design', 'Engineering (non-software)']"
2798,Corporate Planning Strategic Management - Analyst,"['Business Analysis', 'Finance', 'Management & Leadership']"
2799,Operational Brand - Manager,"['Marketing', 'Operations Management', 'Management & Leadership']"
2800,Quantity Surveyor - Project,"['Engineering (non-software)', 'Finance', 'Project Management']"
2801,IT - Business Analyst,"['Business Analysis', 'IT Operations & Support']"
2802,Executive Secretary to the Country GM cum Office - Manager,"['Administrative & Secretarial', 'Management & Leadership']"
2803,Purchasing - Officer,"['Supply Chain & Logistics']"
2804,Event Specialist - Staff,"['Marketing']"
2805,Assistant HR & GA - Manager,"['Human Resources', 'Administrative & Secretarial', 'Management & Leadership']"
2806,Customer Loyalty Experience Officer,"['Customer Service & Support', 'Marketing']"
2807,Host Live Streaming,"['Marketing', 'Creative & Design']"
2808,Sales Trainee Academy - Depok (Kelapa Dua),"['Internship & Trainee Programs', 'Sales']"
2809,Sales Trainee Academy by Ruangguru - Depok Siliwangi,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2810,Creative Lead,"['Creative & Design', 'Management & Leadership']"
2811,Quality Assurance Engineer,"['Quality Assurance (Software)', 'Quality Assurance (Non-Software)']"
2812,Administration,"['Administrative & Secretarial']"
2813,Data Analyst Intern,"['Internship & Trainee Programs', 'Data Science & Analytics']"
2814,HRD Recruitment,"['Recruitment', 'Human Resources']"
2815,Receptionist,"['Administrative & Secretarial']"
2816,Sales Trainee Academy by Ruangguru - Depok Sukmajaya,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2817,Public Relations,"['Public Relations', 'Marketing']"
2818,Account Executive,"['Sales', 'Account Management']"
2819,STAFF HR & Recruiter,"['Human Resources', 'Recruitment']"
2820,Administration,"['Administrative & Secretarial']"
2821,Customer Care,"['Customer Service & Support']"
2822,Call Center,"['Customer Service & Support']"
2823,Office Secretary,"['Administrative & Secretarial']"
2824,STAFF HR,"['Human Resources']"
2825,BP Incredibles - Copywriter Intern,"['Internship & Trainee Programs', 'Creative & Design', 'Marketing']"
2826,FRONT DESK OFFICER,"['Administrative & Secretarial']"
2827,Customer Service,"['Customer Service & Support']"
2828,Staff General Affair,"['Administrative & Secretarial']"
2829,Assistant Manager,"['Management & Leadership']"
2830,Manager Trainee  (MT),"['Internship & Trainee Programs', 'Management & Leadership']"
2831,Corporate Business Development,"['Business Development', 'Sales']"
2832,Data Entry,"['Administrative & Secretarial']"
2833,Public Relation,"['Public Relations', 'Marketing']"
2834,TELEMARKETING,"['Sales']"
2835,Sales Representative,"['Sales']"
2836,MANAGER TRAINEE (MT),"['Internship & Trainee Programs', 'Management & Leadership']"
2837,Vendor Management Specialist – Fleet Operations (Trucking),"['Supply Chain & Logistics', 'Account Management', 'Operations Management']"
2838,Faculty Member/Lecturer/Dosen - Digital Business - BINUS Medan,"['Education & Training', 'Marketing', 'Business Development']"
2839,Conservation Acquisition Representative - Jakarta,"['Sales', 'Business Development', 'Other']"
2840,Technician - Makassar,"['Skilled Trades & Technician']"
2841,Junior Agent,"['Sales', 'Account Management']"
2842,Data Analyst,"['Data Science & Analytics']"
2843,Lecturer - FM Structural SCC International Trade - BINUS @ Medan,"['Education & Training', 'Supply Chain & Logistics', 'Finance']"
2844,IT Administrator Senior Officer - Apple Dev. Academy @BINUS-Bali,"['IT Operations & Support', 'Education & Training']"
2845,Collection Officer - Jember Gajah Mada,"['Finance', 'Sales', 'Customer Service & Support']"
2846,Teknisi AC - Kota Palangkaraya,"['Skilled Trades & Technician']"
2847,Promotor - Ambon,"['Sales', 'Retail']"
2848,Sales Officer - Sragen,"['Sales']"
2849,Master Teacher - Kabupaten Brebes,"['Education & Training']"
2850,Sales Trainee Academy by Ruangguru - Nganjuk (Megantara),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2851,(Talent Pool) Sales Trainee Academy by Ruangguru (Field Education Consultant) - Solok,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2852,Guru SMA & UTBK Ruangguru Wonogiri,"['Education & Training']"
2853,Master Teacher Ruangguru - Labuhanbatu Selatan (Sumatera Utara),"['Education & Training']"
2854,Master Teacher - Kota Tanjung Balai,"['Education & Training']"
2855,Guru SMA & UTBK - Kabupaten Klaten,"['Education & Training']"
2856,Master Teacher - Kabupaten Pidie,"['Education & Training']"
2857,Master Teacher Ruangguru - Kabupaten Badung,"['Education & Training']"
2858,Sales Trainee Academy by Ruangguru - Situbondo (Basuki Rahmat),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2859,Guru Bahasa Indonesia & Fisika - Pangkalan Kerinci (Maharaja Indra),"['Education & Training']"
2860,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Pontianak (Wahid Hasyim),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2861,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Teluk Kuantan (Beringin Taluk),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2862,Sales Trainee Academy by Ruangguru - Probolinggo (Slamet Riyadi),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2863,Guru SMA & UTBK - Wonogiri,"['Education & Training']"
2864,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Lubuk Linggau (Taba Koji),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2865,Sales Trainee Academy - Sragen (Sukowati),"['Internship & Trainee Programs', 'Sales']"
2866,Master Teacher - Kabupaten Bangka,"['Education & Training']"
2867,Master Teacher Ruangguru - Aceh Barat - Meulaboh,"['Education & Training']"
2868,Branch Manager - Paser (Kalimantan Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2869,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Pinrabg (Jend. Sudirman),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2870,Sales Trainee Academy Singaraja - Ahmad Yani,"['Internship & Trainee Programs', 'Sales']"
2871,Sales Trainee Academy by Ruangguru - Magetan (Samudra),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2872,Branch Manager - Berau (Kalimantan Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2873,(Talent Pool) Sales Trainee Academy - Karanganyar,"['Internship & Trainee Programs', 'Sales']"
2874,Branch Manager English Academy - Ternate - Takoma,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2875,Branch Manager English Academy - Wajo - Jend. Sudirman,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2876,Sales Trainee Academy Denpasar - Mahendradatta,"['Internship & Trainee Programs', 'Sales']"
2877,Master Teacher English Academy Denpasar,"['Education & Training']"
2878,Master Teacher - Kabupaten Serdang Bedagai,"['Education & Training']"
2879,Master Teacher - Kabupaten Padang Pariaman,"['Education & Training']"
2880,(Talent Pool) Sales Trainee Academy by Ruangguru (Field Education Consultant) - Ogan Komering Ulu,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2881,Branch Manager - Indragiri Hulu (Riau),"['Management & Leadership', 'Operations Management', 'Sales']"
2882,Branch Manager - Manokwari (Papua Barat),"['Management & Leadership', 'Operations Management', 'Sales']"
2883,Branch Manager - Lebak (Banten),"['Management & Leadership', 'Operations Management', 'Sales']"
2884,Branch Manager English Academy - Parepare - Mattirotasi,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2885,Guru SMA & UTBK Kabupaten Langkat,"['Education & Training']"
2886,Master Teacher - Kabupaten Rembang,"['Education & Training']"
2887,Guru SMA & UTBK - Sukoharjo,"['Education & Training']"
2888,Branch Manager - Banjarmasin - Hasan Basri,"['Management & Leadership', 'Operations Management', 'Sales']"
2889,Master Teacher - Kabupaten Pesisir Selatan,"['Education & Training']"
2890,Master Teacher Sempoa Ruangguru - Probolinggo (Kraksaan),"['Education & Training']"
2891,Deputy Regional Manager - Kalimantan Barat,"['Management & Leadership', 'Operations Management', 'Sales']"
2892,Master Teacher Sempoa Ruangguru - Probolinggo (Kraksaan),"['Education & Training']"
2893,Branch Manager - Toli-Toli (Sulawesi Tengah),"['Management & Leadership', 'Operations Management', 'Sales']"
2894,Master Teacher - Kota Tanjung Balai,"['Education & Training']"
2895,Sales Trainee Academy Gianyar - Dharma Giri,"['Internship & Trainee Programs', 'Sales']"
2896,Master Teacher - Kabupaten Sarolangun,"['Education & Training']"
2897,Footwear Developer (Japanese Speaker),"['Product Management', 'Research & Development', 'Production & Manufacturing']"
2898,Branch Manager - Sorong (Papua Barat),"['Management & Leadership', 'Operations Management', 'Sales']"
2899,Mandarin Speaker - Staff/Supervisor for Multiple Position,"['Other']"
2900,Account Manager - Jakarta,"['Account Management', 'Sales']"
2901,Branch Manager - Indragiri Hilir (Riau),"['Management & Leadership', 'Operations Management', 'Sales']"
2902,Master Teacher - Kabupaten Pemalang,"['Education & Training']"
2903,Sales Trainee Academy Pasuruan - Panglima Sudirman,"['Internship & Trainee Programs', 'Sales']"
2904,Sales Canvasser (Merchant Success Executive) Area Denpasar,"['Sales', 'Account Management']"
2905,Sales Trainee Academy Denpasar - Sesetan,"['Internship & Trainee Programs', 'Sales']"
2906,Technician Team Leader (Denpasar),"['Skilled Trades & Technician', 'Management & Leadership']"
2907,Branch Manager English Academy - Bitung - Girian,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2908,Visual Merchandise Section - Head,"['Retail', 'Creative & Design', 'Management & Leadership']"
2909,Sales - Manager,"['Sales', 'Management & Leadership']"
2910,Process Management System Analyst,"['Business Analysis', 'Operations Management', 'Quality Assurance (Non-Software)']"
2911,EB Distribution Sales - Head,"['Sales', 'Supply Chain & Logistics', 'Management & Leadership']"
2912,Account - Manager,"['Account Management', 'Sales']"
2913,Data Center Operation - Specialist,"['IT Operations & Support']"
2914,ABAP & BW SAP - Specialist,"['Software Engineering', 'Data Science & Analytics', 'Consulting']"
2915,ICT Network Specialist,"['IT Operations & Support']"
2916,Accounting - Officer (Cirebon),"['Accounting']"
2917,CSR Respresentative Area,"['Customer Service & Support', 'Sales']"
